review_id,product_category,review_text,rating,source,cleaned_text,compound_score,sentiment
demo_00166,Consumer Electronics,The fitness tracker works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,fitness tracker works perfectly quality excellent price,0.8321,positive
demo_00167,Consumer Electronics,"Mixed experience. Some features are useful, but the wireless earbuds has minor issues.",3.0,offline_demo_generator,mixed experience some features useful wireless earbuds has minor issues,-0.2774,negative
demo_00168,Consumer Electronics,"The fitness tracker feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,fitness tracker feels premium performs reliably would recommend,0.866,positive
demo_00169,Consumer Electronics,Great value and easy to use. This portable blender solved exactly what I needed.,5.0,offline_demo_generator,great value easy use portable blender solved exactly what needed,1.0,positive
demo_00170,Consumer Electronics,"The smart desk lamp feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,smart desk lamp feels premium performs reliably would recommend,0.8321,positive
demo_00171,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00172,Consumer Electronics,"The wireless earbuds arrived late, had scratches, and did not perform as advertised.",1.5,offline_demo_generator,wireless earbuds arrived late had scratches did not perform advertised,-0.8321,negative
demo_00173,Consumer Electronics,Great value and easy to use. This laptop backpack solved exactly what I needed.,5.0,offline_demo_generator,great value easy use laptop backpack solved exactly what needed,1.0,positive
demo_00174,Consumer Electronics,"The fitness tracker is okay overall, but nothing special compared with alternatives.",3.0,offline_demo_generator,fitness tracker okay overall nothing special compared alternatives,0.0,neutral
demo_00175,Consumer Electronics,"Bad experience. The portable blender is uncomfortable, noisy, and not worth the price.",1.0,offline_demo_generator,bad experience portable blender uncomfortable noisy not worth price,-1.0,negative
demo_00176,Consumer Electronics,Fantastic purchase. The fitness tracker arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase fitness tracker arrived quickly exceeded my expectations,0.9045,positive
demo_00177,Consumer Electronics,I would not buy this fitness tracker again because it failed during normal use.,1.0,offline_demo_generator,would not buy fitness tracker again because failed during normal use,-0.5345,negative
demo_00178,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00179,Consumer Electronics,"The laptop backpack is decent, but I need more time to decide if it is worth it.",2.5,offline_demo_generator,laptop backpack decent need more time decide if worth,0.0,neutral
demo_00180,Consumer Electronics,"Mixed experience. Some features are useful, but the laptop backpack has minor issues.",2.5,offline_demo_generator,mixed experience some features useful laptop backpack has minor issues,-0.2774,negative
demo_00181,Consumer Electronics,"The portable blender feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,portable blender feels premium performs reliably would recommend,0.866,positive
demo_00182,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00183,Consumer Electronics,"The fitness tracker feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,fitness tracker feels premium performs reliably would recommend,0.866,positive
demo_00184,Consumer Electronics,"The fitness tracker feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,fitness tracker feels premium performs reliably would recommend,0.866,positive
demo_00185,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00186,Consumer Electronics,Great value and easy to use. This wireless earbuds solved exactly what I needed.,5.0,offline_demo_generator,great value easy use wireless earbuds solved exactly what needed,1.0,positive
demo_00187,Consumer Electronics,"The portable blender feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,portable blender feels premium performs reliably would recommend,0.866,positive
demo_00188,Consumer Electronics,"The smart desk lamp is decent, but I need more time to decide if it is worth it.",3.0,offline_demo_generator,smart desk lamp decent need more time decide if worth,0.0,neutral
demo_00189,Consumer Electronics,"The portable blender arrived late, had scratches, and did not perform as advertised.",1.0,offline_demo_generator,portable blender arrived late had scratches did not perform advertised,-0.8321,negative
demo_00190,Consumer Electronics,The fitness tracker works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,fitness tracker works perfectly quality excellent price,0.8321,positive
demo_00191,Consumer Electronics,The fitness tracker works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,fitness tracker works perfectly quality excellent price,0.8321,positive
demo_00192,Consumer Electronics,"The portable blender feels premium, performs reliably, and I would recommend it.",4.0,offline_demo_generator,portable blender feels premium performs reliably would recommend,0.866,positive
demo_00193,Consumer Electronics,"The smart desk lamp arrived late, had scratches, and did not perform as advertised.",1.5,offline_demo_generator,smart desk lamp arrived late had scratches did not perform advertised,-0.8018,negative
demo_00194,Consumer Electronics,"I am very happy with this fitness tracker; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy fitness tracker battery life build comfort great,0.5164,positive
demo_00195,Consumer Electronics,The laptop backpack works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,laptop backpack works perfectly quality excellent price,0.8321,positive
demo_00196,Consumer Electronics,Great value and easy to use. This wireless earbuds solved exactly what I needed.,5.0,offline_demo_generator,great value easy use wireless earbuds solved exactly what needed,1.0,positive
demo_00197,Consumer Electronics,It works as expected. The portable blender has average quality and standard features.,3.5,offline_demo_generator,works expected portable blender has average quality standard features,0.2774,positive
demo_00198,Consumer Electronics,Disappointed with this wireless earbuds. The quality feels cheap and unreliable.,1.0,offline_demo_generator,disappointed wireless earbuds quality feels cheap unreliable,-0.603,negative
demo_00199,Consumer Electronics,Great value and easy to use. This laptop backpack solved exactly what I needed.,5.0,offline_demo_generator,great value easy use laptop backpack solved exactly what needed,1.0,positive
demo_00200,Consumer Electronics,I would not buy this portable blender again because it failed during normal use.,1.5,offline_demo_generator,would not buy portable blender again because failed during normal use,-0.5345,negative
demo_00201,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00202,Consumer Electronics,I would not buy this fitness tracker again because it failed during normal use.,2.0,offline_demo_generator,would not buy fitness tracker again because failed during normal use,-0.5345,negative
demo_00203,Consumer Electronics,"I am very happy with this wireless earbuds; battery life, build, and comfort are great.",5.0,offline_demo_generator,am very happy wireless earbuds battery life build comfort great,0.5164,positive
demo_00204,Consumer Electronics,"I am very happy with this wireless earbuds; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy wireless earbuds battery life build comfort great,0.5164,positive
demo_00205,Consumer Electronics,"I am very happy with this wireless earbuds; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy wireless earbuds battery life build comfort great,0.5164,positive
demo_00206,Consumer Electronics,"The smart desk lamp feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,smart desk lamp feels premium performs reliably would recommend,0.8321,positive
demo_00207,Consumer Electronics,Fantastic purchase. The fitness tracker arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase fitness tracker arrived quickly exceeded my expectations,0.9045,positive
demo_00208,Consumer Electronics,Disappointed with this wireless earbuds. The quality feels cheap and unreliable.,1.5,offline_demo_generator,disappointed wireless earbuds quality feels cheap unreliable,-0.603,negative
demo_00209,Consumer Electronics,Disappointed with this smart desk lamp. The quality feels cheap and unreliable.,1.5,offline_demo_generator,disappointed smart desk lamp quality feels cheap unreliable,-0.5774,negative
demo_00210,Consumer Electronics,"I am very happy with this portable blender; battery life, build, and comfort are great.",4.5,offline_demo_generator,am very happy portable blender battery life build comfort great,0.5164,positive
demo_00211,Consumer Electronics,The wireless earbuds stopped working after a few days and customer support was poor.,1.0,offline_demo_generator,wireless earbuds stopped working after few days customer support poor,-0.5345,negative
demo_00212,Consumer Electronics,I would not buy this smart desk lamp again because it failed during normal use.,1.5,offline_demo_generator,would not buy smart desk lamp again because failed during normal use,-0.5164,negative
demo_00213,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00214,Consumer Electronics,Great value and easy to use. This fitness tracker solved exactly what I needed.,5.0,offline_demo_generator,great value easy use fitness tracker solved exactly what needed,1.0,positive
demo_00215,Consumer Electronics,Great value and easy to use. This wireless earbuds solved exactly what I needed.,4.0,offline_demo_generator,great value easy use wireless earbuds solved exactly what needed,1.0,positive
demo_00216,Consumer Electronics,I would not buy this fitness tracker again because it failed during normal use.,1.5,offline_demo_generator,would not buy fitness tracker again because failed during normal use,-0.5345,negative
demo_00217,Consumer Electronics,Great value and easy to use. This portable blender solved exactly what I needed.,5.0,offline_demo_generator,great value easy use portable blender solved exactly what needed,1.0,positive
demo_00218,Consumer Electronics,I would not buy this fitness tracker again because it failed during normal use.,1.0,offline_demo_generator,would not buy fitness tracker again because failed during normal use,-0.5345,negative
demo_00219,Consumer Electronics,"Bad experience. The portable blender is uncomfortable, noisy, and not worth the price.",2.0,offline_demo_generator,bad experience portable blender uncomfortable noisy not worth price,-1.0,negative
demo_00220,Consumer Electronics,It works as expected. The fitness tracker has average quality and standard features.,3.5,offline_demo_generator,works expected fitness tracker has average quality standard features,0.2774,positive
demo_00221,Consumer Electronics,The laptop backpack works perfectly and the quality is excellent for the price.,4.5,offline_demo_generator,laptop backpack works perfectly quality excellent price,0.8321,positive
demo_00222,Consumer Electronics,Fantastic purchase. The fitness tracker arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase fitness tracker arrived quickly exceeded my expectations,0.9045,positive
demo_00223,Consumer Electronics,Fantastic purchase. The portable blender arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase portable blender arrived quickly exceeded my expectations,0.9045,positive
demo_00224,Consumer Electronics,"Mixed experience. Some features are useful, but the fitness tracker has minor issues.",3.5,offline_demo_generator,mixed experience some features useful fitness tracker has minor issues,-0.2774,negative
demo_00225,Consumer Electronics,Fantastic purchase. The wireless earbuds arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase wireless earbuds arrived quickly exceeded my expectations,0.9045,positive
demo_00226,Consumer Electronics,Great value and easy to use. This laptop backpack solved exactly what I needed.,4.0,offline_demo_generator,great value easy use laptop backpack solved exactly what needed,1.0,positive
demo_00227,Consumer Electronics,"Mixed experience. Some features are useful, but the smart desk lamp has minor issues.",3.0,offline_demo_generator,mixed experience some features useful smart desk lamp has minor issues,-0.2673,negative
demo_00228,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00229,Consumer Electronics,"The laptop backpack is okay overall, but nothing special compared with alternatives.",2.5,offline_demo_generator,laptop backpack okay overall nothing special compared alternatives,0.0,neutral
demo_00230,Consumer Electronics,Fantastic purchase. The portable blender arrived quickly and exceeded my expectations.,4.5,offline_demo_generator,fantastic purchase portable blender arrived quickly exceeded my expectations,0.9045,positive
demo_00231,Consumer Electronics,The laptop backpack stopped working after a few days and customer support was poor.,1.0,offline_demo_generator,laptop backpack stopped working after few days customer support poor,-0.5345,negative
demo_00232,Consumer Electronics,Disappointed with this smart desk lamp. The quality feels cheap and unreliable.,2.0,offline_demo_generator,disappointed smart desk lamp quality feels cheap unreliable,-0.5774,negative
demo_00233,Consumer Electronics,The smart desk lamp works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,smart desk lamp works perfectly quality excellent price,0.8018,positive
demo_00234,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,4.5,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00235,Consumer Electronics,"Bad experience. The portable blender is uncomfortable, noisy, and not worth the price.",2.0,offline_demo_generator,bad experience portable blender uncomfortable noisy not worth price,-1.0,negative
demo_00236,Consumer Electronics,"The fitness tracker feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,fitness tracker feels premium performs reliably would recommend,0.866,positive
demo_00237,Consumer Electronics,"Bad experience. The portable blender is uncomfortable, noisy, and not worth the price.",2.0,offline_demo_generator,bad experience portable blender uncomfortable noisy not worth price,-1.0,negative
demo_00238,Consumer Electronics,Great value and easy to use. This portable blender solved exactly what I needed.,5.0,offline_demo_generator,great value easy use portable blender solved exactly what needed,1.0,positive
demo_00239,Consumer Electronics,"The portable blender is okay overall, but nothing special compared with alternatives.",3.0,offline_demo_generator,portable blender okay overall nothing special compared alternatives,0.0,neutral
demo_00240,Consumer Electronics,"The laptop backpack arrived late, had scratches, and did not perform as advertised.",2.0,offline_demo_generator,laptop backpack arrived late had scratches did not perform advertised,-0.8321,negative
demo_00241,Consumer Electronics,Fantastic purchase. The wireless earbuds arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase wireless earbuds arrived quickly exceeded my expectations,0.9045,positive
demo_00242,Consumer Electronics,Great value and easy to use. This smart desk lamp solved exactly what I needed.,5.0,offline_demo_generator,great value easy use smart desk lamp solved exactly what needed,1.0,positive
demo_00243,Consumer Electronics,"The portable blender feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,portable blender feels premium performs reliably would recommend,0.866,positive
demo_00244,Consumer Electronics,Great value and easy to use. This fitness tracker solved exactly what I needed.,5.0,offline_demo_generator,great value easy use fitness tracker solved exactly what needed,1.0,positive
demo_00245,Consumer Electronics,"I am very happy with this fitness tracker; battery life, build, and comfort are great.",5.0,offline_demo_generator,am very happy fitness tracker battery life build comfort great,0.5164,positive
demo_00246,Consumer Electronics,"I am very happy with this laptop backpack; battery life, build, and comfort are great.",4.5,offline_demo_generator,am very happy laptop backpack battery life build comfort great,0.5164,positive
demo_00247,Consumer Electronics,"The laptop backpack feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,laptop backpack feels premium performs reliably would recommend,0.866,positive
demo_00248,Consumer Electronics,"Bad experience. The portable blender is uncomfortable, noisy, and not worth the price.",1.0,offline_demo_generator,bad experience portable blender uncomfortable noisy not worth price,-1.0,negative
demo_00249,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,4.0,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00250,Consumer Electronics,The laptop backpack stopped working after a few days and customer support was poor.,2.0,offline_demo_generator,laptop backpack stopped working after few days customer support poor,-0.5345,negative
demo_00251,Consumer Electronics,Disappointed with this wireless earbuds. The quality feels cheap and unreliable.,1.5,offline_demo_generator,disappointed wireless earbuds quality feels cheap unreliable,-0.603,negative
demo_00252,Consumer Electronics,The portable blender stopped working after a few days and customer support was poor.,1.5,offline_demo_generator,portable blender stopped working after few days customer support poor,-0.5345,negative
demo_00253,Consumer Electronics,"The fitness tracker arrived late, had scratches, and did not perform as advertised.",2.0,offline_demo_generator,fitness tracker arrived late had scratches did not perform advertised,-0.8321,negative
demo_00254,Consumer Electronics,"The wireless earbuds is acceptable for basic use, although the packaging could improve.",3.5,offline_demo_generator,wireless earbuds acceptable basic use although packaging could improve,0.0,neutral
demo_00255,Consumer Electronics,"The laptop backpack arrived late, had scratches, and did not perform as advertised.",2.0,offline_demo_generator,laptop backpack arrived late had scratches did not perform advertised,-0.8321,negative
demo_00256,Consumer Electronics,"The laptop backpack is decent, but I need more time to decide if it is worth it.",2.5,offline_demo_generator,laptop backpack decent need more time decide if worth,0.0,neutral
demo_00257,Consumer Electronics,"The portable blender is acceptable for basic use, although the packaging could improve.",2.5,offline_demo_generator,portable blender acceptable basic use although packaging could improve,0.0,neutral
demo_00258,Consumer Electronics,"The laptop backpack is okay overall, but nothing special compared with alternatives.",3.5,offline_demo_generator,laptop backpack okay overall nothing special compared alternatives,0.0,neutral
demo_00259,Consumer Electronics,"Mixed experience. Some features are useful, but the wireless earbuds has minor issues.",2.5,offline_demo_generator,mixed experience some features useful wireless earbuds has minor issues,-0.2774,negative
demo_00260,Consumer Electronics,"The wireless earbuds is okay overall, but nothing special compared with alternatives.",3.0,offline_demo_generator,wireless earbuds okay overall nothing special compared alternatives,0.0,neutral
demo_00261,Consumer Electronics,"The fitness tracker arrived late, had scratches, and did not perform as advertised.",1.5,offline_demo_generator,fitness tracker arrived late had scratches did not perform advertised,-0.8321,negative
demo_00262,Consumer Electronics,Great value and easy to use. This portable blender solved exactly what I needed.,4.5,offline_demo_generator,great value easy use portable blender solved exactly what needed,1.0,positive
demo_00263,Consumer Electronics,"I am very happy with this portable blender; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy portable blender battery life build comfort great,0.5164,positive
demo_00264,Consumer Electronics,Great value and easy to use. This laptop backpack solved exactly what I needed.,5.0,offline_demo_generator,great value easy use laptop backpack solved exactly what needed,1.0,positive
demo_00265,Consumer Electronics,"I am very happy with this smart desk lamp; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy smart desk lamp battery life build comfort great,0.5,positive
demo_00266,Consumer Electronics,"The fitness tracker feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,fitness tracker feels premium performs reliably would recommend,0.866,positive
demo_00267,Consumer Electronics,"The laptop backpack is acceptable for basic use, although the packaging could improve.",3.5,offline_demo_generator,laptop backpack acceptable basic use although packaging could improve,0.0,neutral
demo_00268,Consumer Electronics,"The wireless earbuds feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,wireless earbuds feels premium performs reliably would recommend,0.866,positive
demo_00269,Consumer Electronics,"Bad experience. The fitness tracker is uncomfortable, noisy, and not worth the price.",2.0,offline_demo_generator,bad experience fitness tracker uncomfortable noisy not worth price,-1.0,negative
demo_00270,Consumer Electronics,"I am very happy with this fitness tracker; battery life, build, and comfort are great.",4.5,offline_demo_generator,am very happy fitness tracker battery life build comfort great,0.5164,positive
demo_00271,Consumer Electronics,Disappointed with this wireless earbuds. The quality feels cheap and unreliable.,1.5,offline_demo_generator,disappointed wireless earbuds quality feels cheap unreliable,-0.603,negative
demo_00272,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00273,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,4.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00274,Consumer Electronics,Great value and easy to use. This wireless earbuds solved exactly what I needed.,5.0,offline_demo_generator,great value easy use wireless earbuds solved exactly what needed,1.0,positive
demo_00275,Consumer Electronics,"I am very happy with this fitness tracker; battery life, build, and comfort are great.",5.0,offline_demo_generator,am very happy fitness tracker battery life build comfort great,0.5164,positive
demo_00276,Consumer Electronics,Disappointed with this portable blender. The quality feels cheap and unreliable.,2.0,offline_demo_generator,disappointed portable blender quality feels cheap unreliable,-0.603,negative
demo_00277,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00278,Consumer Electronics,"Mixed experience. Some features are useful, but the fitness tracker has minor issues.",2.5,offline_demo_generator,mixed experience some features useful fitness tracker has minor issues,-0.2774,negative
demo_00279,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,4.5,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00280,Consumer Electronics,"I am very happy with this laptop backpack; battery life, build, and comfort are great.",4.0,offline_demo_generator,am very happy laptop backpack battery life build comfort great,0.5164,positive
demo_00281,Consumer Electronics,Fantastic purchase. The smart desk lamp arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase smart desk lamp arrived quickly exceeded my expectations,0.866,positive
demo_00282,Consumer Electronics,"I am very happy with this fitness tracker; battery life, build, and comfort are great.",4.5,offline_demo_generator,am very happy fitness tracker battery life build comfort great,0.5164,positive
demo_00283,Consumer Electronics,"The laptop backpack arrived late, had scratches, and did not perform as advertised.",2.0,offline_demo_generator,laptop backpack arrived late had scratches did not perform advertised,-0.8321,negative
demo_00284,Consumer Electronics,"Bad experience. The wireless earbuds is uncomfortable, noisy, and not worth the price.",1.0,offline_demo_generator,bad experience wireless earbuds uncomfortable noisy not worth price,-1.0,negative
demo_00285,Consumer Electronics,"The portable blender feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,portable blender feels premium performs reliably would recommend,0.866,positive
demo_00286,Consumer Electronics,The laptop backpack works perfectly and the quality is excellent for the price.,4.5,offline_demo_generator,laptop backpack works perfectly quality excellent price,0.8321,positive
demo_00287,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00288,Consumer Electronics,"The fitness tracker is decent, but I need more time to decide if it is worth it.",3.0,offline_demo_generator,fitness tracker decent need more time decide if worth,0.0,neutral
demo_00289,Consumer Electronics,The fitness tracker stopped working after a few days and customer support was poor.,2.0,offline_demo_generator,fitness tracker stopped working after few days customer support poor,-0.5345,negative
demo_00290,Consumer Electronics,Great value and easy to use. This wireless earbuds solved exactly what I needed.,5.0,offline_demo_generator,great value easy use wireless earbuds solved exactly what needed,1.0,positive
demo_00291,Consumer Electronics,"I am very happy with this smart desk lamp; battery life, build, and comfort are great.",5.0,offline_demo_generator,am very happy smart desk lamp battery life build comfort great,0.5,positive
demo_00292,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00293,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00294,Consumer Electronics,The laptop backpack works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,laptop backpack works perfectly quality excellent price,0.8321,positive
demo_00295,Consumer Electronics,"I am very happy with this smart desk lamp; battery life, build, and comfort are great.",4.5,offline_demo_generator,am very happy smart desk lamp battery life build comfort great,0.5,positive
demo_00296,Consumer Electronics,"The smart desk lamp feels premium, performs reliably, and I would recommend it.",5.0,offline_demo_generator,smart desk lamp feels premium performs reliably would recommend,0.8321,positive
demo_00297,Consumer Electronics,"Mixed experience. Some features are useful, but the portable blender has minor issues.",3.5,offline_demo_generator,mixed experience some features useful portable blender has minor issues,-0.2774,negative
demo_00298,Consumer Electronics,Great value and easy to use. This laptop backpack solved exactly what I needed.,4.5,offline_demo_generator,great value easy use laptop backpack solved exactly what needed,1.0,positive
demo_00299,Consumer Electronics,The fitness tracker stopped working after a few days and customer support was poor.,2.0,offline_demo_generator,fitness tracker stopped working after few days customer support poor,-0.5345,negative
demo_00300,Consumer Electronics,"The laptop backpack feels premium, performs reliably, and I would recommend it.",4.0,offline_demo_generator,laptop backpack feels premium performs reliably would recommend,0.866,positive
demo_00301,Consumer Electronics,"The wireless earbuds arrived late, had scratches, and did not perform as advertised.",2.0,offline_demo_generator,wireless earbuds arrived late had scratches did not perform advertised,-0.8321,negative
demo_00302,Consumer Electronics,The fitness tracker stopped working after a few days and customer support was poor.,1.5,offline_demo_generator,fitness tracker stopped working after few days customer support poor,-0.5345,negative
demo_00303,Consumer Electronics,"The wireless earbuds feels premium, performs reliably, and I would recommend it.",4.0,offline_demo_generator,wireless earbuds feels premium performs reliably would recommend,0.866,positive
demo_00304,Consumer Electronics,"The smart desk lamp is okay overall, but nothing special compared with alternatives.",2.5,offline_demo_generator,smart desk lamp okay overall nothing special compared alternatives,0.0,neutral
demo_00305,Consumer Electronics,Disappointed with this portable blender. The quality feels cheap and unreliable.,2.0,offline_demo_generator,disappointed portable blender quality feels cheap unreliable,-0.603,negative
demo_00306,Consumer Electronics,"I am very happy with this smart desk lamp; battery life, build, and comfort are great.",5.0,offline_demo_generator,am very happy smart desk lamp battery life build comfort great,0.5,positive
demo_00307,Consumer Electronics,Fantastic purchase. The portable blender arrived quickly and exceeded my expectations.,4.0,offline_demo_generator,fantastic purchase portable blender arrived quickly exceeded my expectations,0.9045,positive
demo_00308,Consumer Electronics,The smart desk lamp stopped working after a few days and customer support was poor.,1.5,offline_demo_generator,smart desk lamp stopped working after few days customer support poor,-0.5164,negative
demo_00309,Consumer Electronics,Disappointed with this portable blender. The quality feels cheap and unreliable.,2.0,offline_demo_generator,disappointed portable blender quality feels cheap unreliable,-0.603,negative
demo_00310,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,5.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00311,Consumer Electronics,The portable blender stopped working after a few days and customer support was poor.,1.5,offline_demo_generator,portable blender stopped working after few days customer support poor,-0.5345,negative
demo_00312,Consumer Electronics,I would not buy this portable blender again because it failed during normal use.,1.5,offline_demo_generator,would not buy portable blender again because failed during normal use,-0.5345,negative
demo_00313,Consumer Electronics,The fitness tracker works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,fitness tracker works perfectly quality excellent price,0.8321,positive
demo_00314,Consumer Electronics,"The smart desk lamp is okay overall, but nothing special compared with alternatives.",3.5,offline_demo_generator,smart desk lamp okay overall nothing special compared alternatives,0.0,neutral
demo_00315,Consumer Electronics,Fantastic purchase. The laptop backpack arrived quickly and exceeded my expectations.,5.0,offline_demo_generator,fantastic purchase laptop backpack arrived quickly exceeded my expectations,0.9045,positive
demo_00316,Consumer Electronics,"The laptop backpack is decent, but I need more time to decide if it is worth it.",2.5,offline_demo_generator,laptop backpack decent need more time decide if worth,0.0,neutral
demo_00317,Consumer Electronics,I would not buy this wireless earbuds again because it failed during normal use.,1.5,offline_demo_generator,would not buy wireless earbuds again because failed during normal use,-0.5345,negative
demo_00318,Consumer Electronics,The wireless earbuds works perfectly and the quality is excellent for the price.,4.5,offline_demo_generator,wireless earbuds works perfectly quality excellent price,0.8321,positive
demo_00319,Consumer Electronics,The laptop backpack stopped working after a few days and customer support was poor.,1.5,offline_demo_generator,laptop backpack stopped working after few days customer support poor,-0.5345,negative
demo_00320,Consumer Electronics,"The laptop backpack is okay overall, but nothing special compared with alternatives.",2.5,offline_demo_generator,laptop backpack okay overall nothing special compared alternatives,0.0,neutral
demo_00321,Consumer Electronics,The portable blender works perfectly and the quality is excellent for the price.,4.0,offline_demo_generator,portable blender works perfectly quality excellent price,0.8321,positive
demo_00322,Consumer Electronics,Great value and easy to use. This smart desk lamp solved exactly what I needed.,5.0,offline_demo_generator,great value easy use smart desk lamp solved exactly what needed,1.0,positive
demo_00323,Consumer Electronics,Great value and easy to use. This smart desk lamp solved exactly what I needed.,4.5,offline_demo_generator,great value easy use smart desk lamp solved exactly what needed,1.0,positive
demo_00324,Consumer Electronics,"The smart desk lamp feels premium, performs reliably, and I would recommend it.",4.0,offline_demo_generator,smart desk lamp feels premium performs reliably would recommend,0.8321,positive
demo_00325,Consumer Electronics,I would not buy this wireless earbuds again because it failed during normal use.,2.0,offline_demo_generator,would not buy wireless earbuds again because failed during normal use,-0.5345,negative
demo_00326,Consumer Electronics,"Bad experience. The laptop backpack is uncomfortable, noisy, and not worth the price.",1.0,offline_demo_generator,bad experience laptop backpack uncomfortable noisy not worth price,-1.0,negative
demo_00327,Consumer Electronics,"The laptop backpack feels premium, performs reliably, and I would recommend it.",4.5,offline_demo_generator,laptop backpack feels premium performs reliably would recommend,0.866,positive
demo_00328,Consumer Electronics,"Mixed experience. Some features are useful, but the fitness tracker has minor issues.",3.0,offline_demo_generator,mixed experience some features useful fitness tracker has minor issues,-0.2774,negative
demo_00329,Consumer Electronics,It works as expected. The fitness tracker has average quality and standard features.,3.5,offline_demo_generator,works expected fitness tracker has average quality standard features,0.2774,positive
